REGION,CÓDIGO DANE DEL DEPARTAMENTO,departamento,codigo_municipio,nombre_municipio_x,vote_share_2002_r1_alvaro_uribe,vote_share_2002_r1_horacio_serpa,vote_share_2006_r1_alvaro_uribe,vote_share_2006_r1_carlos_gaviria,vote_share_2010_r1_gustavo_petro,vote_share_2010_r1_juan_manuel_santos,vote_share_2014_r1_clara_lopez,vote_share_2014_r1_oscar_ivan_zuluaga,vote_share_2018_r1_gustavo_petro,vote_share_2018_r1_ivan_duque,vote_share_2022_r1_blanco,vote_share_2022_r1_federico_gutierrez,vote_share_2022_r1_gustavo_petro,vote_share_2022_r1_no_marcados,vote_share_2022_r1_nulos,vote_share_2022_r1_rest,vote_share_2022_r1_rodolfo_hernandez,vote_share_2022_r1_sergio_fajardo,vote_share_2022_r2_blanco,vote_share_2022_r2_gustavo_petro,vote_share_2022_r2_no_marcados,vote_share_2022_r2_nulos,vote_share_2022_r2_rodolfo_hernandez,nombre_municipio_y,poblacion_total,poblacion_afrocolombiana,poblacion_indigena,poblacion_rural_dispersa,anos_escolaridad,hogares_con_internet,hogares_totales,pct_afro_colombian,pct_indigenous,pct_rural_disperso,years_schooling,internet_access_rate,ipm_score,nbi_rate,proyeccion_2022,population_2022,risk_level,is_pdet,coca_hectares,armed_group_presence,high_risk_flag
Región Eje Cafetero - Antioquia,5,Antioquia,05051,Arboletes,0.2943,0.314,0.3454,0.2212,0.2142,0.2604,0.1501,0.1649,0.4147,0.2165,0.0104595879556259,0.3807712625462229,0.3978869519281564,0.0023243528790279,0.0071843634442683,0.0097200211304807,0.1565768621236133,0.0350765979926043,0.0121471056379324,0.4284996230208595,0.0018430091312725,0.0057803468208092,0.5517299153891262,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15051,Arcabuco,0.95,0.1922,0.95,0.1354,0.1312,0.95,0.0919,0.6932,0.2539,0.9102,0.0111144487834184,0.0504656052868729,0.2436167017122258,0.0018023430459597,0.0108140582757584,0.0099128867527786,0.6581556022829679,0.014118353860018,0.0157097972007997,0.3141959440159954,0.0011425307055127,0.0117109397315052,0.6572407883461868,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13042,Arenal,0.2625,0.3825,0.3081,0.2694,0.261,0.2323,0.1828,0.1471,0.5052,0.1932,0.0136939404313591,0.3307086614173228,0.484765491270113,0.0010270455323519,0.0075316672372475,0.0130092434097911,0.139678192399863,0.0095857583019513,0.0109176748303334,0.5361463558571851,0.0017704337562702,0.0035408675125405,0.4476246680436707,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05055,Argelia,0.4896,0.0571,0.5745,0.0402,0.0389,0.4332,0.0273,0.2743,0.0754,0.3602,0.0151865302079894,0.6021789369428855,0.0723010894684714,0.0049521294156487,0.0108946847144272,0.0069329811819082,0.2604820072631231,0.0270716408055463,0.016383495145631,0.1089199029126213,0.0024271844660194,0.0057645631067961,0.866504854368932,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19050,Argelia,0.0954,0.6732,0.112,0.4742,0.4594,0.0844,0.3218,0.0535,0.8891,0.0702,0.0225255972696245,0.0308020477815699,0.8531569965870307,0.0025597269624573,0.0197098976109215,0.0126279863481228,0.0507679180887372,0.0078498293515358,0.0177018827797585,0.9124913992619004,0.0014386689184962,0.0220804403577907,0.0462876086820541,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,76,Valle del Cauca,76054,Argelia,0.7146,0.1234,0.8387,0.087,0.0842,0.6324,0.059,0.4005,0.163,0.5259,0.0183383233532934,0.3967065868263473,0.156437125748503,0.0041167664670658,0.0160928143712574,0.0071107784431137,0.3802395209580838,0.0209580838323353,0.0149565217391304,0.2212173913043478,0.0010434782608695,0.0142608695652173,0.7485217391304347,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,47,Magdalena,47058,Ariguaní,0.4727,0.3206,0.5548,0.2259,0.2188,0.4183,0.1533,0.2649,0.4235,0.3479,0.0103263516804676,0.3047247929858743,0.4063321967851924,0.0017535314174378,0.0081831466147101,0.00828056502679,0.2515343399902581,0.0088650754992693,0.0134192637061887,0.491657102498455,0.0012359848150437,0.0075041935199081,0.4861834554604043,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13052,Arjona,0.2337,0.4271,0.2743,0.3009,0.2915,0.2068,0.2042,0.131,0.5641,0.172,0.0203191224133632,0.2428322114185988,0.5413030831879,0.0023684866616803,0.0123826144768553,0.0364830050693925,0.1243663259370065,0.0199451508352031,0.0206990534418621,0.6765864977348901,0.001878383853265,0.0105336820006629,0.2903023829693197,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05059,Armenia,0.3047,0.0836,0.3575,0.0589,0.057,0.2696,0.04,0.1707,0.1104,0.2242,0.0200913242009132,0.6442922374429224,0.1059360730593607,0.0041095890410958,0.0264840182648401,0.0073059360730593,0.1621004566210045,0.0296803652968036,0.0188042430086788,0.1658630665380906,0.0043394406943105,0.0130183220829315,0.7979749276759884,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,63,Quindío,63001,Armenia,0.4962,0.2514,0.5823,0.1771,0.1715,0.4391,0.1201,0.278,0.332,0.3651,0.0237337931915437,0.3063358242319729,0.3185412275659449,0.0011560324455515,0.0139681931404483,0.0148815226416299,0.2640033211981861,0.0573800855847224,0.0309598508327022,0.4160074838200574,0.0008972947517802,0.0160622124361234,0.5360731581593366,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73055,Armero,0.7064,0.3122,0.829,0.2199,0.2131,0.6251,0.1492,0.3958,0.4124,0.5198,0.0147880973850315,0.1518485121731289,0.3956717763751127,0.0019837691614066,0.0189359783588818,0.023985572587917,0.3758340847610459,0.0169522091974752,0.0181424766977363,0.4826897470039947,0.0011651131824234,0.0189747003994673,0.4790279627163781,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13062,Arroyohondo,0.2008,0.1966,0.2356,0.1385,0.1342,0.1777,0.094,0.1125,0.2597,0.1477,0.0113253749617385,0.5818794000612182,0.2491582491582491,0.0033670033670033,0.0088766452402816,0.0076522803795531,0.1068258340985613,0.0309152127333945,0.0123384253819036,0.3789659224441833,0.0017626321974148,0.0049941245593419,0.6019388954171563,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,20,Cesar,20032,Astrea,0.406,0.3296,0.4765,0.2321,0.2249,0.3593,0.1575,0.2275,0.4353,0.2988,0.0107234772662281,0.3228481555619102,0.4176436945953674,0.0015727766657134,0.007006005147269,0.0125822133257077,0.2160423219902773,0.0115813554475264,0.0107355864811133,0.4726308813783962,0.0010603048376408,0.0049039098740888,0.5106693174287608,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,73,Tolima,73067,Ataco,0.8479,0.1142,0.95,0.0805,0.078,0.7503,0.0546,0.4751,0.1509,0.6239,0.0117934119560797,0.3292666395553748,0.1447742984953233,0.0025755727260403,0.0056933712891419,0.0337535583570557,0.4511318964348651,0.021011251186119,0.0074743821579264,0.1783001808318264,0.00084388185654,0.0047016274864376,0.8086799276672695,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27050,Atrato,0.0713,0.6027,0.0837,0.4245,0.4113,0.0631,0.2881,0.04,0.796,0.0525,0.0138465798947659,0.1320963721960675,0.7637773469952922,0.0030462475768485,0.019108280254777,0.0096926059263361,0.0379396289116588,0.0204929382442536,0.0107629753647452,0.8598421430279838,0.002152595072949,0.0165032288926094,0.1107390576417125,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,23,Córdoba,23068,Ayapel,0.2916,0.3605,0.3422,0.254,0.246,0.258,0.1723,0.1634,0.4762,0.2146,0.0125384615384615,0.3333076923076923,0.4569230769230769,0.002076923076923,0.0102307692307692,0.0142307692307692,0.1551538461538461,0.0155384615384615,0.0148024112525117,0.5333556597454789,0.001339584728734,0.0103148024112525,0.4401875418620227,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27073,Bagadó,0.0624,0.5595,0.0733,0.3941,0.3818,0.0553,0.2674,0.035,0.7389,0.0459,0.0117746005046257,0.1925988225399495,0.7089991589571069,0.005466778805719,0.0155592935239697,0.0067283431455004,0.0332211942809083,0.0256518082422203,0.0067399787158566,0.8109258602341256,0.0031926214969847,0.0113515431003902,0.1677899964526427,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27075,Bahía Solano,0.1635,0.5377,0.1918,0.3788,0.3669,0.1446,0.257,0.0916,0.7102,0.1203,0.0213262245918027,0.1349550149950016,0.6814395201599467,0.0053315561479506,0.019993335554815,0.0179940019993335,0.0869710096634455,0.0319893368877041,0.0204481792717086,0.7784313725490196,0.0014005602240896,0.0162464985994397,0.1834733893557422,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27077,Bajo Baudó,0.0903,0.6427,0.106,0.4527,0.4386,0.0799,0.3072,0.0506,0.8489,0.0665,0.0104493207941483,0.0757575757575757,0.8145245559038663,0.002612330198537,0.0101880877742946,0.0154127481713688,0.0480668756530825,0.0229885057471264,0.0105991780229288,0.8875189271036124,0.0015141682889898,0.0105991780229288,0.0897685485615401,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19075,Balboa,0.0967,0.6545,0.1134,0.461,0.4466,0.0855,0.3128,0.0542,0.8644,0.0711,0.0174982265310948,0.0513123669898321,0.8293922913218255,0.0039016315913927,0.0145424450224639,0.0163159139276424,0.0514305982501773,0.015606526365571,0.0180645161290322,0.8812903225806452,0.0021505376344086,0.0224516129032258,0.0760430107526881,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,66,Risaralda,66075,Balboa,0.8931,0.2037,0.95,0.1435,0.139,0.7903,0.0973,0.5005,0.269,0.6572,0.0201294033069734,0.1847591660675772,0.2580877066858375,0.0039539899352983,0.0212077641984184,0.01294033069734,0.4751976994967649,0.02372393961179,0.0192837465564738,0.3254132231404958,0.0027548209366391,0.0220385674931129,0.6305096418732782,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,8,Atlántico,08078,Baranoa,0.2141,0.4645,0.2513,0.3272,0.317,0.1895,0.222,0.12,0.6135,0.1576,0.0163503176980047,0.2478044437249585,0.5886519082115829,0.0014974300862034,0.0060301914282245,0.0097130600186166,0.1139260998016916,0.0160265490307175,0.014822910618532,0.7042931794118652,0.001024625157963,0.0060452884319819,0.2738139963796577,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,41,Huila,41078,Baraya,0.7089,0.233,0.832,0.1641,0.159,0.6273,0.1114,0.3973,0.3077,0.5217,0.0112071725904578,0.2750560358629523,0.2952289465257764,0.0019212295869356,0.0108869676593019,0.0108869676593019,0.377201408901697,0.0176112712135766,0.0127596439169139,0.3477744807121661,0.0014836795252225,0.0103857566765578,0.6275964391691394,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52079,Barbacoas,0.1466,0.5306,0.172,0.3738,0.3621,0.1297,0.2536,0.0821,0.7008,0.1079,0.0297610321067292,0.1426477056150124,0.6724820407564873,0.0043981820847383,0.0266823046474124,0.0170063040609881,0.0779944289693593,0.0290280017592728,0.0210777490554782,0.7878305826207994,0.0034798170610459,0.0223702525352952,0.1652415987273812,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05079,Barbosa,0.4319,0.1923,0.5068,0.1354,0.1312,0.3822,0.0919,0.242,0.2539,0.3178,0.027072682818404,0.4118693042898422,0.2436541453656368,0.0030228939764392,0.0227606134696599,0.0135585685707935,0.2297843965325628,0.0482773949766614,0.0358359509799584,0.3380082289961509,0.0020793699951333,0.025173649515551,0.5989028005132062,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68077,Barbosa,0.95,0.192,0.95,0.1352,0.131,0.95,0.0918,0.6823,0.2536,0.896,0.0070282300573972,0.0770176877123111,0.2432938971535668,0.0005856858381164,0.0056225840459177,0.0099566592479793,0.6478856741243997,0.0086095818203115,0.009953434225844,0.3115832363213038,0.0003492433061699,0.0067520372526193,0.6713620488940628,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68079,Barichara,0.95,0.1278,0.95,0.09,0.0872,0.95,0.0611,0.7358,0.1688,0.95,0.0067929188966652,0.101482091395636,0.1620008233841086,0.0008233841086867,0.0032935364347468,0.0061753808151502,0.6986414162206669,0.0207904487443392,0.0120388349514563,0.1986407766990291,0.0005825242718446,0.0029126213592233,0.7858252427184466,,,,,,,,,,,,,,,,,,,,,,
Región Llano,50,Meta,50110,Barranca de Upía,0.95,0.1823,0.95,0.1284,0.1244,0.95,0.0871,0.7029,0.2408,0.923,0.0152173913043478,0.0571428571428571,0.231055900621118,0.001863354037267,0.0161490683229813,0.0031055900621118,0.6673913043478261,0.0080745341614906,0.0182926829268292,0.2929878048780487,0.0012195121951219,0.0158536585365853,0.6716463414634146,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68081,Barrancabermeja,0.7276,0.3872,0.8539,0.2727,0.2642,0.6438,0.1851,0.4077,0.5114,0.5354,0.0108668659068138,0.0659547684903705,0.4906788151776463,0.0007450097193796,0.0112436524315575,0.0223160382609589,0.3871310275139796,0.0110638224992935,0.0156581674699697,0.5889835093940681,0.0006493020003496,0.012886147391554,0.3818228737440585,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,44,La Guajira,44078,Barrancas,0.2771,0.5271,0.3252,0.3713,0.3597,0.2452,0.2519,0.1553,0.6961,0.2039,0.0109097808557062,0.1416374158049521,0.6679631913480695,0.000569205957689,0.0053125889384308,0.0138506783037662,0.1474243430414571,0.0123327957499288,0.0110072853975293,0.7531675641431739,0.000475134621476,0.0055432372505543,0.2298067785872664,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,13,Bolívar,13074,Barranco de Loba,0.4616,0.1913,0.5417,0.1347,0.1305,0.4084,0.0914,0.2587,0.2526,0.3396,0.0074357340131718,0.4608030592734226,0.242404928829403,0.0019120458891013,0.0042489908646696,0.0197578075207138,0.2455916719779052,0.0178457616316124,0.007343124165554,0.2852136181575433,0.0016688918558077,0.0023364485981308,0.703437917222964,,,,,,,,,,,,,,,,,,,,,,
Región Llano,94,Guainía,94343,Barranco Minas,0.2066,0.6012,0.2425,0.4235,0.4103,0.1828,0.2874,0.1158,0.7941,0.152,0.0189537528430629,0.0591357088703563,0.7619408642911296,0.0037907505686125,0.0090978013646702,0.0151630022744503,0.1099317664897649,0.0219863532979529,0.0181286549707602,0.8064327485380117,0.0029239766081871,0.0058479532163742,0.1666666666666666,,,,,,,,,,,,,,,,,,,,,,
Región Caribe,8,Atlántico,08001,Barranquilla,0.2588,0.4082,0.3038,0.2875,0.2785,0.229,0.1951,0.145,0.5391,0.1905,0.0145064743458317,0.2780491334708202,0.5172582220774992,0.00067537416935,0.005234149812463,0.0138109997547748,0.1377220594088063,0.0327435869604544,0.0167922271196337,0.6385051660175025,0.000551848871736,0.0046871550944551,0.3394636028966725,,,,,,,,,,,,,,,,,,extreme,0.0,4500.0,0.0,1.0
Región Caribe,20,Cesar,20045,Becerril,0.4303,0.4836,0.505,0.3406,0.33,0.3808,0.2311,0.2411,0.6387,0.3166,0.0127049180327868,0.1062841530054644,0.6128415300546448,0.0013661202185792,0.0147540983606557,0.0113387978142076,0.2289617486338797,0.0117486338797814,0.0142410559221952,0.6912122264675234,0.0010420284821118,0.0099571610512909,0.2835475280768785,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,17,Caldas,17088,Belalcázar,0.6917,0.1759,0.8117,0.1239,0.12,0.6121,0.0841,0.3876,0.2324,0.509,0.0184304399524375,0.3293697978596908,0.22294887039239,0.0029726516052318,0.0198176773682124,0.0110978993261989,0.3680142687277051,0.0273483947681331,0.0202020202020202,0.3161242050130939,0.0024317246539468,0.0209502431724653,0.6402918069584737,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15087,Belén,0.95,0.2039,0.95,0.1436,0.1391,0.95,0.0975,0.6052,0.2693,0.7947,0.0145094426531552,0.100644864117918,0.2584062643942883,0.001612160294795,0.0085214187010594,0.0105941962229387,0.5746199907876555,0.0310916628281897,0.0186147186147186,0.3541125541125541,0.0006493506493506,0.0170995670995671,0.6095238095238096,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,52,Nariño,52083,Belén,0.2617,0.5281,0.3072,0.372,0.3603,0.2316,0.2524,0.1467,0.6974,0.1926,0.041427660930529,0.1080305927342256,0.6692160611854685,0.002868068833652,0.0089228808158062,0.0108349267049075,0.1392606755895475,0.0194391332058636,0.0314825414997137,0.7676016027475673,0.0020034344590726,0.0100171722953634,0.1888952489982827,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27086,Belén de Bajira,0.6652,0.2194,0.7806,0.1546,0.1497,0.5886,0.1049,0.3727,0.2898,0.4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Región Centro Sur,18,Caquetá,18094,Belén de Los Andaquies,0.95,0.2091,0.95,0.1473,0.1427,0.8688,0.0999,0.5502,0.2762,0.7224,0.0164700098328416,0.1506882989183874,0.2649950835791543,0.0031956735496558,0.0145034414945919,0.0090953785644051,0.522369714847591,0.0186823992133726,0.0215526720914888,0.3329667912909611,0.0017594018033868,0.016714317132175,0.6270068176819881,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,66,Risaralda,66088,Belén de Umbría,0.9122,0.1606,0.95,0.1131,0.1096,0.8072,0.0768,0.5112,0.2121,0.6713,0.0241483398016386,0.2228546787408365,0.2035360068995256,0.0044846916774471,0.0228546787408365,0.0075894782233721,0.4853816300129366,0.0291504959034066,0.0293870696893366,0.2990764063811922,0.0033585222502099,0.0230058774139378,0.6451721242653232,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05088,Bello,0.3091,0.2104,0.3628,0.1482,0.1436,0.2735,0.1006,0.1732,0.2779,0.2275,0.0211386351094487,0.465407648128845,0.266667688597298,0.0007051321356306,0.0132391113291229,0.0160800784842724,0.1644746254624236,0.0522870807529584,0.0330499684667545,0.3631066240663814,0.0007296949353959,0.017768071676891,0.585345640854577,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05086,Belmira,0.4269,0.0757,0.501,0.0533,0.0517,0.3777,0.0362,0.2392,0.1,0.3141,0.0222304557243423,0.584290477954798,0.0959614672100778,0.0033345683586513,0.0114857354575768,0.0059281215264912,0.2271211559836976,0.0496480177843645,0.0322108345534407,0.1431185944363104,0.0029282576866764,0.0120790629575402,0.8096632503660323,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25086,Beltrán,0.95,0.1806,0.95,0.1272,0.1233,0.9191,0.0863,0.582,0.2386,0.7642,0.0080321285140562,0.1943775100401606,0.2289156626506024,,0.0048192771084337,0.0040160642570281,0.5526104417670683,0.0072289156626506,0.0062794348508634,0.2904238618524333,0.0007849293563579,0.0047095761381475,0.6978021978021978,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15090,Berbeo,0.9209,0.2786,0.95,0.1962,0.1901,0.8149,0.1331,0.516,0.3679,0.6776,0.0271546635182998,0.0779220779220779,0.3530106257378985,0.0035419126328217,0.0094451003541912,0.0047225501770956,0.4899645808736718,0.0342384887839433,0.024390243902439,0.4467849223946785,0.0022172949002217,0.0066518847006651,0.5199556541019955,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05091,Betania,0.4779,0.0853,0.5608,0.0601,0.0582,0.4229,0.0408,0.2678,0.1126,0.3517,0.0094627594627594,0.5879120879120879,0.108058608058608,0.0018315018315018,0.0039682539682539,0.0036630036630036,0.2542735042735042,0.0308302808302808,0.0160088324592878,0.1645045542368203,0.0013800717637317,0.0027601435274634,0.8153463980126967,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15092,Betéitiva,0.8345,0.262,0.95,0.1846,0.1788,0.7385,0.1252,0.4676,0.3461,0.6141,0.0125482625482625,0.1621621621621621,0.332046332046332,0.0019305019305019,0.0077220077220077,0.0028957528957528,0.444015444015444,0.0366795366795366,0.0177815410668924,0.3691786621507197,0.0008467400508044,0.0025402201524132,0.6096528365791702,,,,,,,,,,,,,,,,,,,,,,
Región Eje Cafetero - Antioquia,5,Antioquia,05093,Betulia,0.5052,0.0647,0.5928,0.0456,0.0441,0.447,0.0309,0.2831,0.0854,0.3717,0.0171647819063004,0.5595718901453958,0.0819870759289176,0.0036348949919224,0.0111066235864297,0.0171647819063004,0.2687802907915994,0.040589660743134,0.0197289414993995,0.1154571967747469,0.0027448962086121,0.0065191284954537,0.8555498370217877,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68092,Betulia,0.95,0.0768,0.95,0.0541,0.0524,0.95,0.0367,0.8816,0.1014,0.95,0.0060354583176159,0.0396076952093549,0.0973217653715579,0.0015088645794039,0.0052810260279139,0.0052810260279139,0.8370426254243681,0.0079215390418709,0.004706734250543,0.1288921071687183,0.000362056480811,0.0057929036929761,0.8602461984069515,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,25,Cundinamarca,25095,Bituima,0.95,0.1497,0.95,0.1055,0.1022,0.95,0.0716,0.6165,0.1977,0.8095,0.0095238095238095,0.1663003663003663,0.1897435897435897,0.0014652014652014,0.008058608058608,0.0087912087912087,0.5853479853479854,0.0307692307692307,0.0151515151515151,0.2476943346508563,0.0006587615283267,0.0098814229249011,0.7266139657444005,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,15,Boyacá,15097,Boavita,0.95,0.14,0.95,0.0986,0.0955,0.95,0.0669,0.6331,0.1849,0.8313,0.0051851851851851,0.1655555555555555,0.1774074074074074,0.0007407407407407,0.0066666666666666,0.0048148148148148,0.6011111111111112,0.0385185185185185,0.0139909059111577,0.2402938090241343,0.0010493179433368,0.0087443161944735,0.7359216509268975,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,54,Norte de Santander,54099,Bochalema,0.95,0.0693,0.95,0.0488,0.0473,0.9438,0.0331,0.5977,0.0915,0.7848,0.0094300083822296,0.2958927074601844,0.0878038558256496,0.0018860016764459,0.0044006705783738,0.0144593461860854,0.567476948868399,0.018650461022632,0.0085661839689985,0.1170711809096471,0.0008158270446665,0.0040791352233326,0.8694676728533551,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,11,Bogotá D.C.,11001,Bogotá D.C.,0.4123,0.3679,0.4838,0.2591,0.251,0.3648,0.1758,0.231,0.4859,0.3034,0.0193224806124051,0.190965145344149,0.466191775718736,0.0003709537431205,0.0089486671053216,0.0161698999714023,0.2193546825543611,0.0786763949505039,0.0288851327044322,0.5796866423959364,0.0003468960257535,0.0101093210705159,0.3809720078033619,Bogota D.C.,7181469.0,95000.0,14000.0,0.0,11.5,2100000.0,2650000.0,0.0132284912738605,0.0019494618719373,0.0,11.5,0.7924528301886793,0.045,0.032,7900000.0,7900000.0,low,0.0,0.0,0.0,0.0
Región Centro Oriente,25,Cundinamarca,25099,Bojacá,0.95,0.2551,0.95,0.1797,0.1741,0.8464,0.1219,0.536,0.3369,0.7038,0.0138394622380387,0.0784895215500197,0.3232502965599051,0.0001977066034005,0.0253064452352708,0.0172004744958481,0.5088967971530249,0.0328192961644919,0.0191623864085341,0.4417226392730146,0.0007902015013828,0.0306203081785855,0.5077044646384828,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,27,Chocó,27099,Bojaya,0.0619,0.6512,0.0727,0.4587,0.4444,0.0548,0.3113,0.0347,0.8601,0.0456,0.0075062552126772,0.1017514595496246,0.8252710592160133,0.0008340283569641,0.0050041701417848,0.0100083402835696,0.0329441201000834,0.0166805671392827,0.0076185101580135,0.9116817155756208,0.0002821670428893,0.0039503386004514,0.0764672686230248,,,,,,,,,,,,,,,,,,,,,,
Región Pacífico,19,Cauca,19100,Bolívar,0.0706,0.6559,0.0829,0.462,0.4476,0.0625,0.3135,0.0396,0.8663,0.052,0.012286788089043,0.0828996819890141,0.8312373518357907,0.0026741832899681,0.0130818155536282,0.0090344030066493,0.0375831165076611,0.0112026597282451,0.0103900172296768,0.9007988304704224,0.0023495013835952,0.0107032840808228,0.0757583668354826,,,,,,,,,,,,,,,,,,,,,,
Región Centro Oriente,68,Santander,68101,Bolívar,0.95,0.172,0.95,0.1212,0.1174,0.95,0.0822,0.7076,0.2272,0.9292,0.0057484479190618,0.074729822947804,0.2179811450908254,0.0022993791676247,0.0059783858358243,0.0133363991722235,0.6718785927799494,0.0080478270866865,0.007726038839006,0.2578826477343913,0.0020881186051367,0.0102317811651701,0.7220714136562957,,,,,,,,,,,,,,,,,,,,,,
